<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.02	02:10:00	2064.937	2065.030	2063.891	2064.607	5	0	369
2024.01.02	02:15:00	2064.619	2066.081	2064.560	2066.081	5	0	369
2024.01.02	02:20:00	2066.042	2066.339	2065.662	2066.184	5	0	370
2024.01.02	02:25:00	2066.159	2066.983	2065.821	2066.596	5	0	370
2024.01.02	02:30:00	2066.597	2066.790	2065.657	2066.136	5	0	369
2024.01.02	02:35:00	2066.216	2068.247	2066.135	2067.915	5	0	369
2024.01.02	02:40:00	2067.853	2068.008	2067.291	2067.342	5	0	370
2024.01.02	02:45:00	2067.307	2068.267	2067.307	2067.569	5	0	368
2024.01.02	02:50:00	2067.573	2068.015	2067.245	2067.276	5	0	369
2024.01.02	02:55:00	2067.360	2067.790	2067.207	2067.669	5	0	367
2024.01.02	03:00:00	2067.693	2067.790	2066.422	2067.060	5	0	368
2024.01.02	03:05:00	2067.003	2068.549	2066.896	2068.299	5	0	369
2024.01.02	03:10:00	2068.395	2069.394	2068.280	2068.867	5	0	368
2024.01.02	03:15:00	2068.934	2069.753	2068.934	2069.172	5	0	368
2024.01.02	03:20:00	2069.173	2069.863	2069.120	2069.660	5	0	368
2024.01.02	03:25:00	2069.674	2069.856	2069.255	2069.631	5	0	368
2024.01.02	03:30:00	2069.589	2069.850	2069.429	2069.640	5	0	369
2024.01.02	03:35:00	2069.673	2069.813	2069.295	2069.462	5	0	369
2024.01.02	03:40:00	2069.464	2069.854	2069.459	2069.767	5	0	369
2024.01.02	03:45:00	2069.688	2070.338	2069.370	2069.514	5	0	370
2024.01.02	03:50:00	2069.513	2069.543	2068.541	2069.151	5	0	368
2024.01.02	03:55:00	2069.157	2069.714	2068.683	2069.487	5	0	369
2024.01.02	04:00:00	2069.492	2069.636	2069.277	2069.501	5	0	369
2024.01.02	04:05:00	2069.535	2069.811	2069.117	2069.437	5	0	368
2024.01.02	04:10:00	2069.438	2070.447	2069.371	2070.335	5	0	369
2024.01.02	04:15:00	2070.425	2070.666	2069.163	2069.202	5	0	369
2024.01.02	04:20:00	2069.200	2069.947	2068.830	2069.819	5	0	369
2024.01.02	04:25:00	2069.808	2069.840	2069.198	2069.339	5	0	369
2024.01.02	04:30:00	2069.342	2070.167	2069.342	2069.893	5	0	369
2024.01.02	04:35:00	2069.896	2070.346	2069.651	2070.136	5	0	369
2024.01.02	04:40:00	2070.164	2070.195	2069.678	2069.818	5	0	368
2024.01.02	04:45:00	2069.851	2070.108	2069.561	2069.561	5	0	369
2024.01.02	04:50:00	2069.563	2069.759	2069.101	2069.127	5	0	369
2024.01.02	04:55:00	2069.146	2069.745	2068.823	2069.500	5	0	368
2024.01.02	05:00:00	2069.567	2069.986	2069.370	2069.629	5	0	368
2024.01.02	05:05:00	2069.591	2070.260	2069.457	2070.150	5	0	369
2024.01.02	05:10:00	2070.154	2071.604	2069.749	2071.476	5	0	368
2024.01.02	05:15:00	2071.469	2071.832	2070.731	2070.854	5	0	369
2024.01.02	05:20:00	2070.829	2071.301	2070.682	2071.150	5	0	369
2024.01.02	05:25:00	2071.196	2071.560	2071.006	2071.357	5	0	368
2024.01.02	05:30:00	2071.353	2071.853	2070.682	2071.469	5	0	369
2024.01.02	05:35:00	2071.532	2072.093	2070.956	2071.116	5	0	369
2024.01.02	05:40:00	2071.125	2072.012	2070.977	2072.003	5	0	369
2024.01.02	05:45:00	2072.015	2074.657	2071.774	2073.462	5	0	371
2024.01.02	05:50:00	2073.484	2074.800	2073.317	2074.552	5	0	369
2024.01.02	05:55:00	2074.549	2074.577	2073.583	2074.310	5	0	369
2024.01.02	06:00:00	2074.307	2074.766	2073.526	2073.759	5	0	370
2024.01.02	06:05:00	2073.771	2074.001	2072.839	2073.566	5	0	369
2024.01.02	06:10:00	2073.589	2074.847	2073.589	2074.625	5	0	371
2024.01.02	06:15:00	2074.538	2075.245	2074.103	2074.812	5	0	371
2024.01.02	06:20:00	2074.912	2076.639	2074.695	2075.413	5	0	371
2024.01.02	06:25:00	2075.377	2076.011	2074.533	2075.661	5	0	370
2024.01.02	06:30:00	2075.742	2076.466	2075.265	2075.487	5	0	371
2024.01.02	06:35:00	2075.435	2075.911	2074.654	2074.936	5	0	370
2024.01.02	06:40:00	2074.947	2075.491	2074.733	2074.901	5	0	371
2024.01.02	06:45:00	2074.965	2075.120	2074.490	2074.760	5	0	370
2024.01.02	06:50:00	2074.715	2074.715	2073.760	2073.950	5	0	368
2024.01.02	06:55:00	2073.951	2074.474	2073.782	2074.144	5	0	370
2024.01.02	07:00:00	2074.077	2074.945	2073.231	2074.165	5	0	369
2024.01.02	07:05:00	2074.185	2075.659	2073.803	2074.985	5	0	369
2024.01.02	07:10:00	2075.023	2075.601	2074.604	2075.272	5	0	370
2024.01.02	07:15:00	2075.245	2075.807	2074.402	2074.692	5	0	369
2024.01.02	07:20:00	2074.632	2076.358	2074.508	2075.803	5	0	369
2024.01.02	07:25:00	2075.840	2075.900	2074.463	2075.115	5	0	369
2024.01.02	07:30:00	2075.123	2075.509	2074.565	2075.115	5	0	369
2024.01.02	07:35:00	2075.086	2075.655	2074.763	2075.304	5	0	369
2024.01.02	07:40:00	2075.374	2075.399	2074.642	2075.074	5	0	368
2024.01.02	07:45:00	2075.086	2075.175	2074.442	2075.117	5	0	369
2024.01.02	07:50:00	2075.142	2075.406	2074.362	2074.786	5	0	370
2024.01.02	07:55:00	2074.787	2075.217	2073.065	2073.065	5	0	369
2024.01.02	08:00:00	2073.130	2074.143	2073.079	2073.993	5	0	369
2024.01.02	08:05:00	2073.991	2074.111	2072.791	2073.134	5	0	369
2024.01.02	08:10:00	2073.074	2074.405	2072.216	2073.947	5	0	368
2024.01.02	08:15:00	2074.025	2074.062	2073.191	2073.796	5	0	368
2024.01.02	08:20:00	2073.846	2073.846	2072.399	2072.839	5	0	369
2024.01.02	08:25:00	2072.810	2073.220	2072.180	2072.588	5	0	368
2024.01.02	08:30:00	2072.588	2073.550	2071.700	2073.485	5	0	368
2024.01.02	08:35:00	2073.426	2074.308	2073.062	2073.703	5	0	370
2024.01.02	08:40:00	2073.767	2074.135	2073.301	2073.753	5	0	370
2024.01.02	08:45:00	2073.848	2073.874	2072.817	2072.840	5	0	369
2024.01.02	08:50:00	2072.844	2073.144	2072.324	2072.866	5	0	369
2024.01.02	08:55:00	2072.882	2073.511	2072.535	2073.216	5	0	369
2024.01.02	09:00:00	2073.276	2074.311	2073.184	2073.957	5	0	369
2024.01.02	09:05:00	2073.960	2074.870	2073.746	2074.770	5	0	368
2024.01.02	09:10:00	2074.762	2075.478	2074.236	2074.404	5	0	369
2024.01.02	09:15:00	2074.397	2075.374	2074.304	2074.828	5	0	369
2024.01.02	09:20:00	2074.849	2075.471	2073.921	2074.078	5	0	369
2024.01.02	09:25:00	2074.153	2074.914	2073.968	2074.596	5	0	221
2024.01.02	09:30:00	2074.540	2076.675	2074.540	2076.675	5	0	221
2024.01.02	09:35:00	2076.591	2078.877	2076.215	2078.338	5	0	221
2024.01.02	09:40:00	2078.347	2078.360	2077.495	2078.255	5	0	222
2024.01.02	09:45:00	2078.258	2078.813	2077.682	2078.030	5	0	221
2024.01.02	09:50:00	2078.114	2078.375	2077.579	2078.108	5	0	200
2024.01.02	09:55:00	2078.091	2078.262	2076.772	2077.032	5	0	200
2024.01.02	10:00:00	2077.048	2077.753	2076.474	2076.524	5	0	199
2024.01.02	10:05:00	2076.510	2077.015	2076.045	2076.821	5	0	199
2024.01.02	10:10:00	2076.769	2076.769	2074.483	2074.966	5	0	199
2024.01.02	10:15:00	2074.919	2075.344	2073.450	2073.624	5	0	200
2024.01.02	10:20:00	2073.609	2075.167	2073.469	2074.630	5	0	200
2024.01.02	10:25:00	2074.646	2075.343	2074.536	2074.646	5	0	200
2024.01.02	10:30:00	2074.607	2076.084	2074.531	2075.600	5	0	199
2024.01.02	10:35:00	2075.584	2075.832	2074.331	2075.043	5	0	199
2024.01.02	10:40:00	2074.981	2075.608	2074.778	2075.607	5	0	200
2024.01.02	10:45:00	2075.604	2076.574	2075.416	2076.416	5	0	200
2024.01.02	10:50:00	2076.415	2076.445	2075.631	2075.899	5	0	200
2024.01.02	10:55:00	2075.897	2076.291	2075.337	2075.949	5	0	200
2024.01.02	11:00:00	2075.935	2076.177	2075.365	2075.470	5	0	200
2024.01.02	11:05:00	2075.509	2076.048	2074.687	2074.697	5	0	199
2024.01.02	11:10:00	2074.711	2075.181	2073.815	2073.998	5	0	200
2024.01.02	11:15:00	2073.997	2074.344	2072.803	2073.619	5	0	199
2024.01.02	11:20:00	2073.619	2075.863	2073.506	2075.787	5	0	199
2024.01.02	11:25:00	2075.795	2075.820	2074.597	2074.978	5	0	200
2024.01.02	11:30:00	2074.997	2074.997	2070.558	2071.021	5	0	200
2024.01.02	11:35:00	2070.991	2071.656	2069.832	2070.149	5	0	199
2024.01.02	11:40:00	2070.194	2070.289	2068.357	2068.830	5	0	200
2024.01.02	11:45:00	2068.799	2069.893	2068.247	2069.677	5	0	200
2024.01.02	11:50:00	2069.733	2070.310	2068.911	2069.103	5	0	199
2024.01.02	11:55:00	2069.149	2069.501	2068.628	2069.221	5	0	200
2024.01.02	12:00:00	2069.179	2069.498	2066.245	2066.988	5	0	200
2024.01.02	12:05:00	2066.993	2067.690	2066.620	2067.445	5	0	199
2024.01.02	12:10:00	2067.481	2067.965	2066.590	2066.740	5	0	200
2024.01.02	12:15:00	2066.749	2067.110	2066.039	2066.456	5	0	200
2024.01.02	12:20:00	2066.425	2067.048	2065.016	2066.504	5	0	200
2024.01.02	12:25:00	2066.544	2066.966	2065.755	2066.000	5	0	199
2024.01.02	12:30:00	2065.979	2068.040	2065.556	2067.744	5	0	200
2024.01.02	12:35:00	2067.720	2068.275	2066.906	2067.369	5	0	200
2024.01.02	12:40:00	2067.318	2068.313	2066.916	2067.217	5	0	199
2024.01.02	12:45:00	2067.174	2067.909	2066.635	2067.827	5	0	200
2024.01.02	12:50:00	2067.844	2067.884	2067.019	2067.884	5	0	200
2024.01.02	12:55:00	2067.880	2068.082	2067.068	2067.869	5	0	199
2024.01.02	13:00:00	2067.829	2068.735	2066.751	2067.462	5	0	199
2024.01.02	13:05:00	2067.459	2067.502	2066.256	2066.704	5	0	199
2024.01.02	13:10:00	2066.721	2067.043	2064.817	2065.587	5	0	199
2024.01.02	13:15:00	2065.619	2066.562	2065.358	2066.174	5	0	200
2024.01.02	13:20:00	2066.207	2068.550	2065.789	2068.550	5	0	199
2024.01.02	13:25:00	2068.554	2068.767	2066.667	2067.075	5	0	199
2024.01.02	13:30:00	2067.092	2071.018	2066.942	2069.376	5	0	200
2024.01.02	13:35:00	2069.423	2070.099	2067.533	2068.753	5	0	200
2024.01.02	13:40:00	2068.759	2069.712	2068.190	2069.712	5	0	199
2024.01.02	13:45:00	2069.742	2069.795	2067.838	2067.891	5	0	199
2024.01.02	13:50:00	2067.890	2068.010	2064.824	2066.906	5	0	199
2024.01.02	13:55:00	2066.875	2067.263	2066.104	2066.272	5	0	199
2024.01.02	14:00:00	2066.312	2067.119	2065.334	2066.201	5	0	200
2024.01.02	14:05:00	2066.155	2067.264	2065.856	2066.126	5	0	199
2024.01.02	14:10:00	2066.124	2066.416	2064.834	2065.269	5	0	200
2024.01.02	14:15:00	2065.233	2066.327	2065.099	2065.597	5	0	200
2024.01.02	14:20:00	2065.590	2066.479	2064.550	2065.920	5	0	199
2024.01.02	14:25:00	2065.980	2067.884	2065.883	2065.910	5	0	200
2024.01.02	14:30:00	2065.875	2068.906	2065.283	2068.868	5	0	200
2024.01.02	14:35:00	2068.838	2070.016	2066.477	2066.913	5	0	199
2024.01.02	14:40:00	2066.929	2067.288	2062.136	2065.763	5	0	199
2024.01.02	14:45:00	2065.793	2069.421	2065.793	2066.781	5	0	199
2024.01.02	14:50:00	2066.834	2070.393	2066.689	2069.419	5	0	200
2024.01.02	14:55:00	2069.414	2070.365	2067.508	2070.325	5	0	199
2024.01.02	15:00:00	2070.366	2070.709	2067.642	2068.002	5	0	200
2024.01.02	15:05:00	2068.032	2069.052	2067.081	2067.424	5	0	200
2024.01.02	15:10:00	2067.386	2068.052	2066.460	2067.243	5	0	200
2024.01.02	15:15:00	2067.281	2067.839	2063.972	2065.098	5	0	199
2024.01.02	15:20:00	2065.129	2065.823	2064.510	2064.781	5	0	200
2024.01.02	15:25:00	2064.798	2065.448	2063.998	2064.807	5	0	199
2024.01.02	15:30:00	2064.776	2065.254	2063.869	2064.060	5	0	199
2024.01.02	15:35:00	2064.058	2064.253	2056.097	2057.469	5	0	199
2024.01.02	15:40:00	2057.434	2060.438	2056.989	2058.786	5	0	199
2024.01.02	15:45:00	2058.840	2059.798	2057.714	2058.360	5	0	200
2024.01.02	15:50:00	2058.329	2058.965	2057.213	2058.104	5	0	200
2024.01.02	15:55:00	2058.070	2059.377	2058.070	2059.305	5	0	200
2024.01.02	16:00:00	2059.336	2060.600	2059.091	2060.234	5	0	200
2024.01.02	16:05:00	2060.203	2065.565	2060.064	2065.493	5	0	199
2024.01.02	16:10:00	2065.560	2067.595	2064.934	2066.301	5	0	200
2024.01.02	16:15:00	2066.253	2066.369	2064.629	2065.056	5	0	199
2024.01.02	16:20:00	2065.070	2066.490	2065.070	2066.308	5	0	199
2024.01.02	16:25:00	2066.358	2066.898	2065.050	2065.352	5	0	200
2024.01.02	16:30:00	2065.319	2065.532	2064.085	2064.695	5	0	199
2024.01.02	16:35:00	2064.698	2065.584	2064.241	2064.732	5	0	200
2024.01.02	16:40:00	2064.729	2065.313	2064.543	2065.034	5	0	200
2024.01.02	16:45:00	2064.992	2066.690	2064.969	2065.849	5	0	200
2024.01.02	16:50:00	2065.874	2066.919	2065.800	2066.094	5	0	200
2024.01.02	16:55:00	2066.101	2066.640	2065.746	2066.092	5	0	200
2024.01.02	17:00:00	2066.040	2066.909	2065.993	2066.391	5	0	200
2024.01.02	17:05:00	2066.354	2066.562	2065.360	2065.665	5	0	199
2024.01.02	17:10:00	2065.707	2066.205	2064.632	2064.783	5	0	199
2024.01.02	17:15:00	2064.730	2064.986	2062.730	2063.389	5	0	200
2024.01.02	17:20:00	2063.385	2063.986	2063.017	2063.639	5	0	200
2024.01.02	17:25:00	2063.631	2064.537	2063.540	2063.961	5	0	200
2024.01.02	17:30:00	2063.978	2065.157	2063.626	2064.363	5	0	199
2024.01.02	17:35:00	2064.401	2065.185	2064.401	2065.062	5	0	200
2024.01.02	17:40:00	2065.044	2065.101	2063.997	2064.604	5	0	200
2024.01.02	17:45:00	2064.571	2064.578	2063.513	2064.024	5	0	200
2024.01.02	17:50:00	2064.029	2064.089	2062.429	2062.583	5	0	199
2024.01.02	17:55:00	2062.568	2062.833	2061.791	2062.681	5	0	199
2024.01.02	18:00:00	2062.724	2062.913	2062.281	2062.568	5	0	200
2024.01.02	18:05:00	2062.516	2062.594	2061.381	2061.804	5	0	200
2024.01.02	18:10:00	2061.754	2063.312	2061.744	2062.699	5	0	200
2024.01.02	18:15:00	2062.668	2063.907	2062.453	2063.740	5	0	200
2024.01.02	18:20:00	2063.738	2064.572	2063.549	2064.133	5	0	200
2024.01.02	18:25:00	2064.134	2064.920	2064.101	2064.416	5	0	200
2024.01.02	18:30:00	2064.414	2064.451	2064.023	2064.226	5	0	199
2024.01.02	18:35:00	2064.181	2064.181	2061.976	2062.378	5	0	199
2024.01.02	18:40:00	2062.373	2062.415	2061.395	2061.603	5	0	200
2024.01.02	18:45:00	2061.632	2062.461	2060.983	2061.081	5	0	199
2024.01.02	18:50:00	2061.127	2061.516	2060.918	2061.213	5	0	200
2024.01.02	18:55:00	2061.197	2061.563	2060.514	2061.164	5	0	200
2024.01.02	19:00:00	2061.158	2062.139	2060.828	2061.730	5	0	200
2024.01.02	19:05:00	2061.779	2062.043	2061.619	2061.919	5	0	200
2024.01.02	19:10:00	2061.918	2062.175	2061.564	2061.704	5	0	200
2024.01.02	19:15:00	2061.710	2061.839	2061.041	2061.600	5	0	200
2024.01.02	19:20:00	2061.578	2061.958	2061.339	2061.416	5	0	200
2024.01.02	19:25:00	2061.412	2061.636	2060.370	2061.636	5	0	200
2024.01.02	19:30:00	2061.581	2062.064	2061.103	2061.482	5	0	200
2024.01.02	19:35:00	2061.526	2061.970	2061.304	2061.645	5	0	200
2024.01.02	19:40:00	2061.644	2061.910	2061.500	2061.728	5	0	199
2024.01.02	19:45:00	2061.733	2061.840	2060.893	2061.087	5	0	200
2024.01.02	19:50:00	2061.072	2061.393	2060.744	2060.942	5	0	200
2024.01.02	19:55:00	2060.945	2061.205	2060.454	2060.946	5	0	200
2024.01.02	20:00:00	2060.990	2061.235	2060.492	2060.597	5	0	200
2024.01.02	20:05:00	2060.599	2061.433	2060.467	2061.200	5	0	200
2024.01.02	20:10:00	2061.203	2061.577	2060.814	2060.853	5	0	200
2024.01.02	20:15:00	2060.822	2061.406	2060.822	2061.011	5	0	200
2024.01.02	20:20:00	2060.997	2061.160	2060.678	2060.689	5	0	200
2024.01.02	20:25:00	2060.663	2060.663	2059.419	2059.687	5	0	200
2024.01.02	20:30:00	2059.683	2060.262	2058.868	2059.396	5	0	199
2024.01.02	20:35:00	2059.416	2059.505	2058.972	2059.128	5	0	199
2024.01.02	20:40:00	2059.156	2059.416	2058.832	2058.964	5	0	199
2024.01.02	20:45:00	2058.999	2059.320	2058.679	2058.889	5	0	200
2024.01.02	20:50:00	2058.937	2059.149	2058.595	2058.969	5	0	200
2024.01.02	20:55:00	2058.941	2058.971	2057.837	2058.143	5	0	199
2024.01.02	21:00:00	2058.150	2058.960	2057.993	2058.725	5	0	199
2024.01.02	21:05:00	2058.737	2058.863	2058.241	2058.427	5	0	200
2024.01.02	21:10:00	2058.465	2058.900	2058.250	2058.739	5	0	199
2024.01.02	21:15:00	2058.793	2059.073	2058.562	2058.630	5	0	200
2024.01.02	21:20:00	2058.632	2058.679	2058.250	2058.624	5	0	200
2024.01.02	21:25:00	2058.597	2058.906	2058.442	2058.454	5	0	200
2024.01.02	21:30:00	2058.448	2058.914	2058.448	2058.643	5	0	200
2024.01.02	21:35:00	2058.648	2058.747	2058.461	2058.485	5	0	200
2024.01.02	21:40:00	2058.478	2058.752	2058.451	2058.504	5	0	199
2024.01.02	21:45:00	2058.487	2059.036	2058.425	2059.000	5	0	200
2024.01.02	21:50:00	2058.995	2059.231	2058.885	2058.920	5	0	200
2024.01.02	21:55:00	2058.916	2058.967	2058.667	2058.855	3	0	200
2024.01.02	23:00:00	2058.797	2058.957	2058.408	2058.829	4	0	600
2024.01.02	23:05:00	2058.827	2059.256	2058.598	2058.932	5	0	600
2024.01.02	23:10:00	2058.930	2059.051	2058.600	2058.789	5	0	599
2024.01.02	23:15:00	2058.789	2058.889	2058.522	2058.738	5	0	599
2024.01.02	23:20:00	2058.732	2058.912	2058.513	2058.666	5	0	599
2024.01.02	23:25:00	2058.649	2059.315	2058.649	2059.146	5	0	600
2024.01.02	23:30:00	2059.148	2059.440	2058.979	2059.077	5	0	599
2024.01.02	23:35:00	2059.010	2059.103	2058.615	2059.032	5	0	600
2024.01.02	23:40:00	2059.036	2059.387	2058.618	2059.303	5	0	600
2024.01.02	23:45:00	2059.241	2059.846	2059.046	2059.504	5	0	600
2024.01.02	23:50:00	2059.513	2059.874	2058.935	2059.289	5	0	599
2024.01.02	23:55:00	2059.287	2059.498	2059.229	2059.476	5	0	600
2024.01.03	00:00:00	2059.448	2059.628	2059.227	2059.438	5	0	200
2024.01.03	00:05:00	2059.468	2059.971	2059.241	2059.922	5	0	200
2024.01.03	00:10:00	2059.922	2061.004	2059.908	2060.978	5	0	200
2024.01.03	00:15:00	2060.973	2060.973	2060.324	2060.495	5	0	200
2024.01.03	00:20:00	2060.493	2061.775	2060.275	2061.775	5	0	199
2024.01.03	00:25:00	2061.778	2062.127	2061.346	2062.055	5	0	200
2024.01.03	00:30:00	2062.043	2062.065	2060.601	2060.601	5	0	200
2024.01.03	00:35:00	2060.583	2061.003	2060.035	2060.897	5	0	199
2024.01.03	00:40:00	2060.924	2061.064	2059.922	2060.345	5	0	200
2024.01.03	00:45:00	2060.294	2060.718	2060.004	2060.680	5	0	200
2024.01.03	00:50:00	2060.686	2060.788	2060.045	2060.670	5	0	200
2024.01.03	00:55:00	2060.674	2060.810	2060.195	2060.197	5	0	200
2024.01.03	01:00:00	2060.185	2061.252	2060.069	2060.557	5	0	199
2024.01.03	01:05:00	2060.562	2061.034	2060.555	2060.907	5	0	200
2024.01.03	01:10:00	2060.907	2062.127	2060.907	2062.080	5	0	200
2024.01.03	01:15:00	2062.078	2062.095	2059.448	2060.572	5	0	199
2024.01.03	01:20:00	2060.526	2060.890	2059.912	2060.123	5	0	200
2024.01.03	01:25:00	2060.081	2061.177	2060.020	2061.115	5	0	199
2024.01.03	01:30:00	2061.126	2062.000	2061.103	2061.538	5	0	200
2024.01.03	01:35:00	2061.501	2062.007	2061.084	2061.182	5	0	199
2024.01.03	01:40:00	2061.139	2061.406	2060.968	2061.360	5	0	200
2024.01.03	01:45:00	2061.389	2061.600	2061.120	2061.482	5	0	200
2024.01.03	01:50:00	2061.484	2062.553	2061.435	2062.319	5	0	199
2024.01.03	01:55:00	2062.285	2062.528	2062.036	2062.379	5	0	200
2024.01.03	02:00:00	2062.410	2063.024	2061.598	2062.868	5	0	200
2024.01.03	02:05:00	2062.916	2063.572	2062.729	2063.329	5	0	200
2024.01.03	02:10:00	2063.309	2063.986	2063.128	2063.986	5	0	200
2024.01.03	02:15:00	2063.982	2064.195	2062.730	2063.302	5	0	199
2024.01.03	02:20:00	2063.296	2064.245	2062.864	2063.504	5	0	200
2024.01.03	02:25:00	2063.531	2064.423	2063.304	2064.133	5	0	200
2024.01.03	02:30:00	2064.104	2064.542	2063.365	2064.536	5	0	200
2024.01.03	02:35:00	2064.530	2064.904	2064.164	2064.775	5	0	200
2024.01.03	02:40:00	2064.767	2065.172	2064.460	2064.524	5	0	199
2024.01.03	02:45:00	2064.512	2065.105	2064.362	2064.820	5	0	200
2024.01.03	02:50:00	2064.819	2064.904	2064.174	2064.193	5	0	200
2024.01.03	02:55:00	2064.208	2065.123	2063.952	2064.696	5	0	200
2024.01.03	03:00:00	2064.701	2065.258	2064.474	2065.186	5	0	200
2024.01.03	03:05:00	2065.186	2065.541	2064.022	2064.108	5	0	200
2024.01.03	03:10:00	2064.127	2064.287	2063.575	2063.680	5	0	200
2024.01.03	03:15:00	2063.703	2064.008	2063.439	2063.745	5	0	200
2024.01.03	03:20:00	2063.741	2063.814	2063.255	2063.558	5	0	200
2024.01.03	03:25:00	2063.540	2063.827	2063.353	2063.596	5	0	200
2024.01.03	03:30:00	2063.603	2064.044	2063.380	2063.953	5	0	199
2024.01.03	03:35:00	2063.905	2064.780	2063.663	2064.731	5	0	200
2024.01.03	03:40:00	2064.730	2065.201	2064.656	2065.030	5	0	200
2024.01.03	03:45:00	2065.026	2065.369	2064.689	2064.855	5	0	199
2024.01.03	03:50:00	2064.856	2064.906	2064.503	2064.644	5	0	200
2024.01.03	03:55:00	2064.625	2065.234	2064.625	2065.072	5	0	200
2024.01.03	04:00:00	2065.023	2065.050	2064.510	2064.542	5	0	200
2024.01.03	04:05:00	2064.579	2064.913	2064.352	2064.764	5	0	200
2024.01.03	04:10:00	2064.759	2064.892	2064.452	2064.705	5	0	200
2024.01.03	04:15:00	2064.705	2064.846	2064.543	2064.765	5	0	200
2024.01.03	04:20:00	2064.765	2065.000	2064.611	2064.789	5	0	200
2024.01.03	04:25:00	2064.787	2065.123	2064.556	2065.077	5	0	200
2024.01.03	04:30:00	2065.075	2065.521	2064.855	2065.270	5	0	199
2024.01.03	04:35:00	2065.273	2065.515	2064.817	2064.938	5	0	199
2024.01.03	04:40:00	2064.938	2065.079	2064.782	2065.058	5	0	200
2024.01.03	04:45:00	2065.002	2065.089	2064.806	2064.849	5	0	200
2024.01.03	04:50:00	2064.856	2064.913	2064.610	2064.761	5	0	200
2024.01.03	04:55:00	2064.761	2064.848	2064.474	2064.764	5	0	200
2024.01.03	05:00:00	2064.762	2064.762	2063.888	2064.102	5	0	200
2024.01.03	05:05:00	2064.103	2064.706	2063.911	2064.217	5	0	200
2024.01.03	05:10:00	2064.213	2064.229	2063.601	2063.822	5	0	200
2024.01.03	05:15:00	2063.818	2064.060	2063.727	2063.849	5	0	200
2024.01.03	05:20:00	2063.849	2064.131	2063.777	2063.978	5	0	200
2024.01.03	05:25:00	2063.978	2064.240	2063.430	2063.489	5	0	200
2024.01.03	05:30:00	2063.485	2065.280	2063.485	2064.769	5	0	200
2024.01.03	05:35:00	2064.721	2065.982	2064.676	2065.277	5	0	200
