<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.05.02	18:45:00	3225.167	3228.873	3224.334	3226.455	2255	0	160
2025.05.02	19:00:00	3226.480	3232.850	3226.480	3229.004	2927	0	159
2025.05.02	19:15:00	3228.958	3230.656	3227.504	3228.474	1916	0	159
2025.05.02	19:30:00	3228.442	3233.333	3227.515	3233.044	2347	0	159
2025.05.02	19:45:00	3233.095	3234.576	3231.338	3233.675	2317	0	160
2025.05.02	20:00:00	3233.703	3235.875	3232.627	3235.875	1519	0	160
2025.05.02	20:15:00	3235.943	3241.192	3235.702	3237.895	1844	0	159
2025.05.02	20:30:00	3237.875	3240.035	3237.786	3239.333	1269	0	160
2025.05.02	20:45:00	3239.320	3241.232	3237.877	3240.947	1282	0	159
2025.05.04	22:00:00	3238.490	3241.480	3237.490	3239.822	2123	0	160
2025.05.04	22:15:00	3239.819	3242.864	3239.479	3240.223	1506	0	159
2025.05.04	22:30:00	3240.183	3244.194	3239.687	3242.451	2095	0	160
2025.05.04	22:45:00	3242.401	3244.216	3238.774	3239.530	1915	0	159
2025.05.04	23:00:00	3239.601	3242.746	3238.864	3242.528	2125	0	159
2025.05.04	23:15:00	3242.530	3244.515	3241.500	3244.204	1452	0	159
2025.05.04	23:30:00	3244.210	3249.897	3243.650	3249.483	2501	0	159
2025.05.04	23:45:00	3249.526	3252.300	3246.948	3247.922	3582	0	159
2025.05.05	00:00:00	3247.993	3248.745	3244.182	3246.073	2794	0	159
2025.05.05	00:15:00	3246.124	3246.646	3244.124	3245.472	1864	0	159
2025.05.05	00:30:00	3245.443	3246.797	3241.787	3242.396	2083	0	159
2025.05.05	00:45:00	3242.421	3248.152	3241.180	3246.704	2404	0	160
2025.05.05	01:00:00	3246.753	3259.241	3246.545	3259.214	3499	0	159
2025.05.05	01:15:00	3259.117	3266.524	3256.509	3265.174	4181	0	159
2025.05.05	01:30:00	3265.240	3271.092	3262.793	3263.921	5037	0	159
2025.05.05	01:45:00	3263.884	3266.679	3262.695	3264.750	2393	0	159
2025.05.05	02:00:00	3264.720	3271.129	3260.407	3261.246	3946	0	159
2025.05.05	02:15:00	3261.145	3266.332	3259.654	3265.972	3008	0	159
2025.05.05	02:30:00	3265.979	3270.094	3265.412	3267.954	2430	0	159
2025.05.05	02:45:00	3267.931	3272.429	3266.806	3270.161	2922	0	159
2025.05.05	03:00:00	3270.208	3271.319	3260.004	3260.164	4034	0	159
2025.05.05	03:15:00	3260.198	3261.936	3257.377	3259.510	2897	0	159
2025.05.05	03:30:00	3259.602	3259.641	3253.107	3255.327	2793	0	159
2025.05.05	03:45:00	3255.365	3256.588	3253.951	3254.550	2120	0	159
2025.05.05	04:00:00	3254.447	3258.162	3253.792	3257.049	2306	0	159
2025.05.05	04:15:00	3257.025	3259.452	3255.625	3256.375	1934	0	159
2025.05.05	04:30:00	3256.422	3257.441	3253.616	3255.924	1813	0	160
2025.05.05	04:45:00	3255.912	3258.889	3253.711	3256.443	1850	0	160
2025.05.05	05:00:00	3256.517	3260.960	3256.078	3258.928	2032	0	159
2025.05.05	05:15:00	3258.961	3259.971	3256.937	3257.977	1836	0	159
2025.05.05	05:30:00	3257.891	3262.081	3256.640	3258.045	2304	0	159
2025.05.05	05:45:00	3258.018	3261.036	3254.082	3259.734	2437	0	159
2025.05.05	06:00:00	3259.628	3262.079	3256.775	3259.694	2882	0	159
2025.05.05	06:15:00	3259.741	3260.510	3256.841	3259.264	2785	0	159
2025.05.05	06:30:00	3259.221	3264.435	3256.944	3262.630	2818	0	159
2025.05.05	06:45:00	3262.597	3265.733	3261.597	3262.212	2437	0	159
2025.05.05	07:00:00	3262.240	3263.799	3258.676	3261.942	3171	0	159
2025.05.05	07:15:00	3261.864	3264.556	3260.534	3261.088	2385	0	159
2025.05.05	07:30:00	3261.057	3266.022	3260.313	3264.275	2163	0	159
2025.05.05	07:45:00	3264.292	3267.748	3263.408	3264.760	2390	0	159
2025.05.05	08:00:00	3264.824	3267.541	3263.300	3263.554	2257	0	159
2025.05.05	08:15:00	3263.521	3273.680	3263.060	3271.969	2768	0	159
2025.05.05	08:30:00	3271.932	3278.649	3270.057	3277.105	3271	0	159
2025.05.05	08:45:00	3277.223	3282.889	3276.481	3282.782	2965	0	159
2025.05.05	09:00:00	3282.827	3289.777	3282.157	3289.718	4532	0	159
2025.05.05	09:15:00	3289.735	3302.108	3289.531	3302.088	4976	0	159
2025.05.05	09:30:00	3302.026	3305.351	3299.692	3302.810	4538	0	159
2025.05.05	09:45:00	3302.834	3308.967	3299.846	3308.691	3381	0	159
2025.05.05	10:00:00	3308.754	3315.471	3308.549	3310.482	4288	0	159
2025.05.05	10:15:00	3310.519	3318.643	3308.753	3314.325	3941	0	159
2025.05.05	10:30:00	3314.353	3316.658	3312.062	3313.861	2983	0	159
2025.05.05	10:45:00	3313.960	3315.896	3311.532	3313.274	2859	0	159
2025.05.05	11:00:00	3313.233	3317.998	3311.900	3316.517	3029	0	159
2025.05.05	11:15:00	3316.445	3318.985	3312.969	3314.100	2573	0	159
2025.05.05	11:30:00	3314.188	3315.234	3311.887	3312.247	2397	0	160
2025.05.05	11:45:00	3312.199	3314.835	3311.343	3312.919	2240	0	159
2025.05.05	12:00:00	3312.801	3318.437	3312.776	3316.080	2998	0	159
2025.05.05	12:15:00	3316.046	3320.854	3313.997	3318.735	4057	0	159
2025.05.05	12:30:00	3318.692	3321.126	3315.842	3319.751	3458	0	159
2025.05.05	12:45:00	3319.829	3322.547	3318.593	3319.591	2989	0	159
2025.05.05	13:00:00	3319.555	3320.599	3315.845	3318.200	3148	0	159
2025.05.05	13:15:00	3318.173	3321.089	3316.846	3318.857	2763	0	159
2025.05.05	13:30:00	3318.833	3319.128	3311.870	3315.612	4972	0	159
2025.05.05	13:45:00	3315.571	3319.766	3313.747	3315.482	4096	0	159
2025.05.05	14:00:00	3315.143	3328.838	3309.852	3316.026	8234	0	159
2025.05.05	14:15:00	3316.062	3320.727	3311.374	3318.634	5793	0	159
2025.05.05	14:30:00	3318.629	3318.747	3312.167	3316.269	4658	0	159
2025.05.05	14:45:00	3316.360	3318.210	3311.038	3312.629	3217	0	159
2025.05.05	15:00:00	3312.633	3314.990	3309.006	3311.875	4815	0	159
2025.05.05	15:15:00	3311.903	3314.627	3309.888	3310.893	3364	0	159
2025.05.05	15:30:00	3310.839	3317.882	3310.415	3315.865	3482	0	159
2025.05.05	15:45:00	3315.817	3317.675	3311.783	3312.065	3054	0	160
2025.05.05	16:00:00	3312.028	3312.467	3305.577	3307.378	3722	0	159
2025.05.05	16:15:00	3307.443	3309.743	3306.817	3307.598	2942	0	159
2025.05.05	16:30:00	3307.588	3312.916	3307.507	3312.129	2611	0	159
2025.05.05	16:45:00	3312.173	3313.597	3309.050	3309.774	2225	0	160
2025.05.05	17:00:00	3309.797	3312.725	3309.140	3311.715	2154	0	159
2025.05.05	17:15:00	3311.750	3315.892	3309.937	3313.350	2442	0	159
2025.05.05	17:30:00	3313.306	3316.415	3311.722	3314.308	2016	0	160
2025.05.05	17:45:00	3314.305	3318.239	3312.688	3317.129	2271	0	159
2025.05.05	18:00:00	3317.104	3317.928	3313.874	3316.316	2184	0	159
2025.05.05	18:15:00	3316.337	3320.365	3315.874	3319.728	1754	0	160
2025.05.05	18:30:00	3319.817	3322.084	3317.774	3321.332	2084	0	160
2025.05.05	18:45:00	3321.337	3323.598	3320.626	3323.141	1936	0	159
2025.05.05	19:00:00	3323.223	3327.061	3322.778	3326.077	2018	0	159
2025.05.05	19:15:00	3326.113	3336.401	3325.701	3336.401	3286	0	159
2025.05.05	19:30:00	3336.334	3337.652	3334.060	3334.551	2855	0	160
2025.05.05	19:45:00	3334.593	3337.240	3327.250	3328.793	3452	0	159
2025.05.05	20:00:00	3328.760	3333.935	3328.647	3330.859	2009	0	159
2025.05.05	20:15:00	3330.774	3332.063	3329.170	3331.356	1283	0	160
2025.05.05	20:30:00	3331.338	3333.630	3330.523	3332.456	1442	0	159
2025.05.05	20:45:00	3332.497	3334.764	3331.246	3333.919	1197	0	159
2025.05.05	22:00:00	3336.247	3338.052	3328.176	3330.124	2207	0	159
2025.05.05	22:15:00	3330.139	3332.311	3327.426	3328.729	1519	0	160
2025.05.05	22:30:00	3328.733	3333.004	3328.733	3331.720	1443	0	159
2025.05.05	22:45:00	3331.714	3332.819	3330.283	3330.662	1514	0	160
2025.05.05	23:00:00	3330.688	3334.995	3329.454	3331.780	1806	0	159
2025.05.05	23:15:00	3331.760	3334.445	3328.886	3332.318	2258	0	159
2025.05.05	23:30:00	3332.324	3334.107	3331.391	3333.408	1090	0	159
2025.05.05	23:45:00	3333.452	3335.084	3330.382	3334.031	1654	0	160
2025.05.06	00:00:00	3334.038	3334.408	3332.058	3333.157	2414	0	159
2025.05.06	00:15:00	3333.213	3333.247	3323.680	3325.016	3468	0	159
2025.05.06	00:30:00	3324.960	3328.996	3324.747	3326.809	2645	0	159
2025.05.06	00:45:00	3326.916	3330.292	3323.139	3329.569	4290	0	159
2025.05.06	01:00:00	3329.618	3364.839	3329.618	3362.312	16102	0	159
2025.05.06	01:15:00	3362.178	3363.329	3354.952	3357.372	7629	0	159
2025.05.06	01:30:00	3357.334	3381.765	3355.643	3378.466	9425	0	159
2025.05.06	01:45:00	3378.434	3381.581	3372.305	3379.645	6093	0	159
2025.05.06	02:00:00	3379.601	3383.948	3375.276	3382.226	5381	0	159
2025.05.06	02:15:00	3382.188	3387.099	3378.145	3381.987	4975	0	159
2025.05.06	02:30:00	3382.042	3382.665	3364.600	3367.135	8254	0	159
2025.05.06	02:45:00	3367.165	3367.526	3356.451	3358.407	7324	0	159
2025.05.06	03:00:00	3358.487	3361.781	3352.407	3356.879	6717	0	159
2025.05.06	03:15:00	3356.816	3372.425	3355.722	3362.708	6020	0	159
2025.05.06	03:30:00	3362.660	3363.692	3359.210	3360.201	3483	0	159
2025.05.06	03:45:00	3360.201	3364.209	3355.957	3360.401	3423	0	159
2025.05.06	04:00:00	3360.395	3361.478	3356.886	3360.504	2796	0	159
2025.05.06	04:15:00	3360.510	3361.672	3356.192	3356.907	2421	0	160
2025.05.06	04:30:00	3356.971	3361.881	3356.066	3360.663	2889	0	159
2025.05.06	04:45:00	3360.579	3366.213	3359.762	3363.248	3509	0	159
2025.05.06	05:00:00	3363.279	3364.017	3357.894	3358.703	2292	0	160
2025.05.06	05:15:00	3358.662	3359.969	3354.167	3356.201	2982	0	159
2025.05.06	05:30:00	3356.226	3359.923	3351.428	3352.177	5023	0	159
2025.05.06	05:45:00	3352.227	3362.144	3350.152	3362.038	5153	0	159
2025.05.06	06:00:00	3361.990	3364.675	3358.760	3362.214	3876	0	159
2025.05.06	06:15:00	3362.292	3367.984	3360.921	3363.396	4023	0	159
2025.05.06	06:30:00	3363.442	3367.384	3361.974	3366.917	2907	0	159
2025.05.06	06:45:00	3366.986	3367.194	3363.260	3364.654	2208	0	160
2025.05.06	07:00:00	3364.722	3370.739	3364.722	3367.914	3594	0	159
2025.05.06	07:15:00	3367.961	3376.034	3365.073	3374.268	2940	0	159
2025.05.06	07:30:00	3374.237	3379.648	3372.965	3373.272	3856	0	159
2025.05.06	07:45:00	3373.316	3376.200	3369.855	3371.200	3801	0	159
2025.05.06	08:00:00	3371.313	3377.926	3368.547	3377.844	4264	0	159
2025.05.06	08:15:00	3377.834	3383.152	3377.255	3380.780	3750	0	159
2025.05.06	08:30:00	3380.727	3381.246	3375.944	3377.557	2813	0	159
2025.05.06	08:45:00	3377.573	3379.705	3375.972	3377.161	2255	0	159
2025.05.06	09:00:00	3377.206	3380.551	3375.343	3376.121	2855	0	159
2025.05.06	09:15:00	3376.120	3376.925	3371.432	3373.924	2728	0	159
2025.05.06	09:30:00	3373.900	3380.005	3373.454	3378.606	2678	0	160
2025.05.06	09:45:00	3378.498	3383.227	3377.048	3383.159	2657	0	159
2025.05.06	10:00:00	3383.188	3383.816	3380.505	3383.104	2706	0	160
2025.05.06	10:15:00	3383.116	3383.343	3378.048	3379.372	2345	0	159
2025.05.06	10:30:00	3379.400	3380.258	3376.660	3379.314	2224	0	160
2025.05.06	10:45:00	3379.365	3383.814	3378.152	3383.580	2292	0	160
2025.05.06	11:00:00	3383.541	3384.293	3381.073	3381.302	2185	0	159
2025.05.06	11:15:00	3381.276	3385.063	3379.545	3380.524	2515	0	159
2025.05.06	11:30:00	3380.527	3381.758	3373.758	3374.624	3886	0	159
2025.05.06	11:45:00	3374.618	3380.574	3374.170	3379.128	2630	0	159
2025.05.06	12:00:00	3379.180	3379.569	3373.509	3377.675	3542	0	159
2025.05.06	12:15:00	3377.577	3378.735	3373.101	3376.408	3381	0	159
2025.05.06	12:30:00	3376.266	3392.407	3375.269	3389.719	4509	0	159
2025.05.06	12:45:00	3389.756	3391.405	3385.360	3391.025	4255	0	160
2025.05.06	13:00:00	3391.005	3396.661	3389.348	3394.544	6205	0	159
2025.05.06	13:15:00	3394.508	3397.560	3393.270	3396.949	4090	0	159
2025.05.06	13:30:00	3396.984	3397.289	3387.824	3392.197	7447	0	159
2025.05.06	13:45:00	3392.242	3397.638	3390.563	3391.781	6237	0	159
2025.05.06	14:00:00	3391.747	3398.013	3391.163	3394.432	4575	0	159
2025.05.06	14:15:00	3394.390	3395.914	3383.788	3383.999	5779	0	159
2025.05.06	14:30:00	3383.973	3388.913	3378.227	3379.840	6315	0	159
2025.05.06	14:45:00	3379.869	3386.558	3379.160	3386.302	4702	0	159
2025.05.06	15:00:00	3386.175	3395.402	3385.266	3395.092	3295	0	159
2025.05.06	15:15:00	3395.049	3398.092	3393.728	3396.542	2933	0	159
2025.05.06	15:30:00	3396.643	3399.895	3395.170	3396.312	3034	0	159
2025.05.06	15:45:00	3396.432	3397.315	3393.112	3395.083	2507	0	159
2025.05.06	16:00:00	3395.135	3399.112	3394.673	3396.757	2501	0	160
2025.05.06	16:15:00	3396.744	3404.727	3395.313	3404.143	4064	0	159
2025.05.06	16:30:00	3404.168	3408.025	3402.233	3408.025	3325	0	159
2025.05.06	16:45:00	3407.977	3411.657	3406.430	3408.850	3033	0	159
2025.05.06	17:00:00	3408.802	3413.169	3407.439	3410.710	3073	0	160
2025.05.06	17:15:00	3410.757	3417.450	3410.002	3414.782	3793	0	159
2025.05.06	17:30:00	3414.828	3417.839	3412.657	3416.874	2837	0	160
2025.05.06	17:45:00	3416.832	3416.832	3412.138	3414.054	2553	0	159
2025.05.06	18:00:00	3414.081	3414.859	3410.231	3412.102	2312	0	160
2025.05.06	18:15:00	3412.064	3417.375	3411.537	3416.778	2120	0	160
2025.05.06	18:30:00	3416.777	3417.172	3414.619	3416.239	1872	0	160
2025.05.06	18:45:00	3416.158	3417.478	3414.502	3415.566	1882	0	160
2025.05.06	19:00:00	3415.591	3415.707	3412.565	3413.768	2100	0	159
2025.05.06	19:15:00	3413.829	3416.823	3413.116	3415.594	1820	0	159
2025.05.06	19:30:00	3415.577	3418.651	3414.669	3418.380	1876	0	160
2025.05.06	19:45:00	3418.357	3424.059	3417.969	3423.139	2594	0	159
2025.05.06	20:00:00	3423.115	3424.449	3421.611	3421.984	2024	0	159
2025.05.06	20:15:00	3421.941	3424.510	3419.189	3424.412	1926	0	159
2025.05.06	20:30:00	3424.389	3430.372	3423.348	3427.905	2859	0	160
2025.05.06	20:45:00	3427.951	3435.016	3427.751	3430.343	2835	0	159
2025.05.06	22:00:00	3420.590	3424.802	3397.087	3412.715	10113	0	159
2025.05.06	22:15:00	3412.682	3415.047	3384.565	3388.163	7639	0	159
2025.05.06	22:30:00	3388.054	3404.035	3384.235	3391.902	8875	0	159
2025.05.06	22:45:00	3391.855	3396.291	3380.545	3381.489	6135	0	159
2025.05.06	23:00:00	3381.518	3395.547	3376.840	3395.547	8736	0	159
2025.05.06	23:15:00	3395.605	3397.756	3390.077	3393.089	4490	0	159
2025.05.06	23:30:00	3393.075	3394.647	3388.682	3392.673	3249	0	159
2025.05.06	23:45:00	3392.699	3404.778	3392.412	3400.723	5908	0	159
2025.05.07	00:00:00	3400.765	3401.666	3391.502	3392.437	6411	0	159
2025.05.07	00:15:00	3392.472	3395.211	3382.792	3385.869	7405	0	159
2025.05.07	00:30:00	3385.893	3388.105	3364.909	3365.318	9455	0	159
2025.05.07	00:45:00	3365.285	3381.066	3360.747	3379.612	10298	0	159
2025.05.07	01:00:00	3379.569	3385.204	3367.990	3380.202	11220	0	159
2025.05.07	01:15:00	3380.106	3380.505	3362.470	3365.476	7795	0	159
2025.05.07	01:30:00	3365.438	3374.178	3360.068	3374.028	7042	0	159
2025.05.07	01:45:00	3373.949	3377.450	3367.330	3374.737	4528	0	159
2025.05.07	02:00:00	3374.739	3377.199	3371.935	3375.783	4025	0	160
2025.05.07	02:15:00	3375.748	3393.909	3375.149	3385.782	6893	0	159
2025.05.07	02:30:00	3385.789	3391.410	3385.267	3388.661	5396	0	159
2025.05.07	02:45:00	3388.637	3392.374	3386.912	3390.613	3928	0	159
2025.05.07	03:00:00	3390.568	3392.635	3386.911	3388.721	3231	0	159
2025.05.07	03:15:00	3388.746	3390.627	3373.452	3374.510	3966	0	159
2025.05.07	03:30:00	3374.483	3378.554	3370.039	3374.664	4386	0	159
2025.05.07	03:45:00	3374.689	3380.167	3374.247	3375.541	3195	0	159
2025.05.07	04:00:00	3375.519	3385.370	3374.962	3383.838	3239	0	159
2025.05.07	04:15:00	3383.898	3387.506	3383.719	3384.505	2461	0	159
2025.05.07	04:30:00	3384.539	3385.400	3381.253	3383.731	2193	0	160
2025.05.07	04:45:00	3383.762	3386.102	3380.085	3382.118	2823	0	159
2025.05.07	05:00:00	3382.140	3387.427	3378.600	3384.522	3415	0	159
2025.05.07	05:15:00	3384.551	3387.769	3384.098	3384.292	2128	0	159
2025.05.07	05:30:00	3384.267	3388.407	3381.298	3386.853	3762	0	159
2025.05.07	05:45:00	3386.895	3389.548	3384.822	3387.906	2816	0	159
2025.05.07	06:00:00	3387.909	3395.827	3387.909	3392.968	3618	0	159
2025.05.07	06:15:00	3393.010	3394.631	3389.308	3390.684	2653	0	159
2025.05.07	06:30:00	3390.643	3392.508	3387.389	3389.198	3364	0	159
2025.05.07	06:45:00	3389.230	3393.165	3387.975	3392.418	2448	0	160
2025.05.07	07:00:00	3392.463	3396.429	3387.629	3395.887	3236	0	159
2025.05.07	07:15:00	3395.876	3397.400	3389.700	3391.173	2870	0	159
2025.05.07	07:30:00	3391.183	3391.661	3385.810	3386.564	2836	0	159
2025.05.07	07:45:00	3386.554	3388.235	3383.715	3387.971	2399	0	159
2025.05.07	08:00:00	3388.010	3388.010	3382.410	3386.596	3026	0	159
2025.05.07	08:15:00	3386.651	3388.557	3384.007	3386.752	2183	0	159
2025.05.07	08:30:00	3386.930	3387.365	3382.062	3384.784	2427	0	159
2025.05.07	08:45:00	3384.784	3386.019	3378.198	3382.803	3242	0	159
2025.05.07	09:00:00	3382.803	3385.200	3379.186	3383.431	2630	0	159
2025.05.07	09:15:00	3383.449	3383.700	3371.555	3374.196	3649	0	159
2025.05.07	09:30:00	3374.146	3378.411	3373.578	3378.277	2282	0	159
2025.05.07	09:45:00	3378.276	3378.676	3369.591	3369.976	2412	0	159
2025.05.07	10:00:00	3369.941	3387.408	3369.186	3383.828	3476	0	159
2025.05.07	10:15:00	3383.926	3390.996	3383.926	3390.447	4564	0	160
2025.05.07	10:30:00	3390.403	3392.870	3388.346	3390.124	2743	0	159
2025.05.07	10:45:00	3390.113	3393.409	3388.497	3391.389	2899	0	160
2025.05.07	11:00:00	3391.437	3391.560	3385.696	3387.460	2506	0	159
2025.05.07	11:15:00	3387.439	3389.789	3384.393	3386.851	2585	0	159
2025.05.07	11:30:00	3386.812	3390.018	3383.695	3388.269	2422	0	159
2025.05.07	11:45:00	3388.241	3389.533	3384.406	3387.083	2521	0	160
2025.05.07	12:00:00	3387.055	3393.820	3384.064	3393.187	3084	0	159
2025.05.07	12:15:00	3393.232	3393.655	3384.475	3386.260	3715	0	159
2025.05.07	12:30:00	3386.265	3391.801	3385.992	3387.852	3280	0	159
2025.05.07	12:45:00	3387.827	3391.514	3386.910	3390.907	3154	0	159
2025.05.07	13:00:00	3390.870	3391.918	3385.293	3388.895	4539	0	159
2025.05.07	13:15:00	3388.887	3390.038	3381.226	3386.300	4710	0	159
2025.05.07	13:30:00	3386.243	3393.063	3382.837	3393.063	6448	0	159
2025.05.07	13:45:00	3393.160	3398.099	3392.814	3394.470	5899	0	159
2025.05.07	14:00:00	3394.445	3394.681	3384.809	3385.909	6218	0	159
2025.05.07	14:15:00	3385.961	3386.375	3375.662	3383.071	5826	0	159
2025.05.07	14:30:00	3383.085	3389.009	3381.993	3383.328	3476	0	159
2025.05.07	14:45:00	3383.364	3387.482	3379.311	3385.888	5165	0	159
2025.05.07	15:00:00	3385.839	3389.576	3383.911	3387.067	4589	0	159
2025.05.07	15:15:00	3387.117	3387.438	3381.943	3384.267	3797	0	159
2025.05.07	15:30:00	3384.298	3387.620	3383.840	3385.340	2826	0	159
2025.05.07	15:45:00	3385.340	3387.752	3383.512	3385.270	2414	0	160
2025.05.07	16:00:00	3385.224	3386.744	3382.879	3383.283	2343	0	159
2025.05.07	16:15:00	3383.252	3383.722	3378.834	3382.287	3351	0	159
2025.05.07	16:30:00	3382.249	3386.379	3381.762	3384.848	1912	0	159
2025.05.07	16:45:00	3384.908	3389.780	3384.908	3386.933	2066	0	159
2025.05.07	17:00:00	3386.889	3387.671	3383.982	3384.205	2135	0	160
2025.05.07	17:15:00	3384.232	3386.477	3383.774	3384.337	2467	0	159
2025.05.07	17:30:00	3384.382	3388.194	3384.037	3385.138	1962	0	160
2025.05.07	17:45:00	3385.155	3389.888	3383.895	3385.194	2818	0	159
2025.05.07	18:00:00	3385.150	3398.001	3385.135	3395.227	6739	0	159
2025.05.07	18:15:00	3395.201	3397.304	3386.032	3387.406	6144	0	159
2025.05.07	18:30:00	3387.372	3390.987	3379.468	3380.144	9321	0	159
2025.05.07	18:45:00	3380.191	3386.208	3376.028	3384.565	8278	0	159
2025.05.07	19:00:00	3384.652	3387.008	3372.066	3372.856	6190	0	159
2025.05.07	19:15:00	3372.900	3375.005	3363.692	3373.110	6921	0	159
2025.05.07	19:30:00	3373.195	3376.421	3366.965	3372.199	6877	0	159
2025.05.07	19:45:00	3372.248	3375.557	3369.347	3371.832	6238	0	159
2025.05.07	20:00:00	3371.959	3374.566	3369.641	3371.485	2846	0	159
2025.05.07	20:15:00	3371.464	3371.464	3364.721	3368.061	2180	0	159
2025.05.07	20:30:00	3368.075	3370.420	3366.892	3368.659	2034	0	159
2025.05.07	20:45:00	3368.701	3369.415	3363.791	3364.210	1826	0	159
2025.05.07	22:00:00	3366.954	3373.890	3366.749	3367.283	2129	0	159
2025.05.07	22:15:00	3367.295	3370.609	3367.201	3369.458	1590	0	160
2025.05.07	22:30:00	3369.428	3372.220	3368.359	3370.781	1721	0	159
2025.05.07	22:45:00	3370.774	3371.368	3368.512	3369.978	1349	0	160
2025.05.07	23:00:00	3369.974	3372.329	3369.661	3371.844	1052	0	160
2025.05.07	23:15:00	3371.871	3374.325	3371.458	3374.012	1073	0	160
2025.05.07	23:30:00	3374.080	3376.819	3372.822	3375.877	2079	0	159
2025.05.07	23:45:00	3375.844	3377.185	3373.880	3376.488	1482	0	160
2025.05.08	00:00:00	3376.515	3378.789	3373.785	3378.486	2323	0	159
2025.05.08	00:15:00	3378.568	3386.927	3378.278	3385.283	3173	0	159
2025.05.08	00:30:00	3385.350	3385.531	3380.290	3382.483	2932	0	159
2025.05.08	00:45:00	3382.448	3386.040	3377.752	3380.569	3487	0	159
2025.05.08	01:00:00	3380.595	3397.546	3378.970	3392.038	7840	0	159
2025.05.08	01:15:00	3391.999	3396.194	3384.336	3388.044	4599	0	159
2025.05.08	01:30:00	3388.066	3395.594	3386.563	3393.523	4800	0	159
2025.05.08	01:45:00	3393.425	3409.704	3393.287	3408.631	6194	0	159
2025.05.08	02:00:00	3408.662	3414.851	3407.901	3409.766	6481	0	159
2025.05.08	02:15:00	3409.739	3413.543	3405.916	3407.690	3904	0	159
2025.05.08	02:30:00	3407.716	3411.800	3405.521	3406.637	3745	0	159
2025.05.08	02:45:00	3406.578	3407.254	3402.080	3402.080	3002	0	159
2025.05.08	03:00:00	3402.064	3408.094	3399.351	3404.882	3863	0	159
2025.05.08	03:15:00	3404.829	3408.473	3396.075	3398.818	3754	0	159
2025.05.08	03:30:00	3398.833	3400.202	3395.739	3396.970	2775	0	159
2025.05.08	03:45:00	3396.980	3401.499	3396.807	3396.864	2832	0	159
2025.05.08	04:00:00	3396.839	3399.417	3389.057	3393.504	4217	0	159
2025.05.08	04:15:00	3393.494	3393.838	3389.701	3390.111	2170	0	160
2025.05.08	04:30:00	3390.129	3392.819	3387.854	3389.577	2932	0	159
2025.05.08	04:45:00	3389.614	3389.777	3382.026	3382.125	2851	0	159
2025.05.08	05:00:00	3382.174	3384.272	3374.182	3374.814	3837	0	159
2025.05.08	05:15:00	3374.864	3377.644	3370.819	3373.883	5504	0	159
2025.05.08	05:30:00	3373.919	3378.590	3372.541	3374.508	4588	0	159
2025.05.08	05:45:00	3374.587	3375.986	3354.883	3355.404	8271	0	159
2025.05.08	06:00:00	3355.442	3361.968	3342.770	3345.119	8086	0	159
2025.05.08	06:15:00	3345.149	3346.508	3335.434	3339.711	11557	0	159
2025.05.08	06:30:00	3339.748	3341.823	3326.247	3330.515	10472	0	159
2025.05.08	06:45:00	3330.463	3331.752	3320.199	3329.836	7571	0	159
2025.05.08	07:00:00	3329.801	3339.570	3327.167	3338.405	6898	0	159
2025.05.08	07:15:00	3338.403	3340.171	3332.908	3338.313	4116	0	159
2025.05.08	07:30:00	3338.343	3348.855	3336.011	3346.711	5312	0	159
2025.05.08	07:45:00	3346.750	3349.278	3340.196	3342.928	3860	0	159
2025.05.08	08:00:00	3342.882	3344.249	3337.915	3339.174	3389	0	159
2025.05.08	08:15:00	3339.162	3343.678	3337.059	3340.724	3410	0	159
2025.05.08	08:30:00	3340.704	3342.651	3337.793	3341.324	2715	0	159
2025.05.08	08:45:00	3341.290	3341.955	3337.565	3339.371	2905	0	159
2025.05.08	09:00:00	3339.335	3344.359	3337.928	3342.026	3082	0	159
2025.05.08	09:15:00	3341.977	3343.310	3337.635	3338.621	2694	0	160
2025.05.08	09:30:00	3338.578	3340.999	3335.927	3340.427	3339	0	159
2025.05.08	09:45:00	3340.421	3342.090	3331.176	3331.992	3018	0	159
2025.05.08	10:00:00	3331.994	3339.748	3330.390	3338.800	2963	0	159
2025.05.08	10:15:00	3338.785	3346.695	3338.162	3345.624	2932	0	159
2025.05.08	10:30:00	3345.619	3345.670	3340.414	3342.655	3187	0	159
2025.05.08	10:45:00	3342.687	3344.114	3338.362	3342.540	3172	0	160
2025.05.08	11:00:00	3342.498	3342.498	3339.196	3341.731	2567	0	160
2025.05.08	11:15:00	3341.757	3344.308	3340.647	3343.953	2494	0	159
2025.05.08	11:30:00	3343.914	3345.504	3341.288	3343.408	2324	0	159
2025.05.08	11:45:00	3343.421	3344.521	3341.528	3344.381	2228	0	159
2025.05.08	12:00:00	3344.311	3347.721	3343.146	3347.293	2589	0	160
2025.05.08	12:15:00	3347.354	3354.832	3347.351	3353.641	3665	0	159
2025.05.08	12:30:00	3353.592	3358.627	3349.490	3352.516	4412	0	159
2025.05.08	12:45:00	3352.438	3356.703	3347.274	3356.137	4140	0	159
2025.05.08	13:00:00	3356.119	3363.384	3354.646	3362.482	4750	0	159
2025.05.08	13:15:00	3362.439	3364.671	3356.328	3360.856	3776	0	159
2025.05.08	13:30:00	3360.892	3369.602	3359.241	3365.328	6232	0	159
